0,yêu cầu khi quy hoạch giao thông,trong các hành vi dưới đây người lái xe có văn hóa khi tham gia giao thông phải đáp ứng các điều kiện nào
0,khoản 1 điều 3 luật giao thông,người đủ bao nhiêu tuổi trở lên thì được điều khiển xe ô tô tải máy kéo có trọng tải từ 3.5 tấn trở lên
0,điều 6 luật giao thông đường bộ,khái niệm dải phân cách được hiểu như thế nào là đúng
0,yêu cầu khi quy hoạch giao thông,khái niệm xe quá tải trọng của đường bộ được hiểu như thế nào
0,trách nhiệm của cơ quan quản lý nhà nước,xe ô tô tham gia giao thông trên đường bộ phải bắt buộc có đủ bộ phận giảm thanh giảm khói không
0,làn đường là gì,khi xe ô tô đi ngược chiều đến rất gần xe ô tô phía sau cùng chiều cố tình vượt người lái xe xử lý như thế nào
0,chương 1 gồm bao nhiêu điều,khi muốn chuyển hướng người lái xe phải thực hiện như thế nào
0,khoản 1 điều 3 luật giao thông,hãy nêu công dụng hộp số của ô tô
0,trách nhiệm của cơ quan là gì,khi xe kéo xe và xe kéo ro mooc có được phép kéo thêm ro mooc hoặc xe khác hoặc chở người trên xe được kéo kéo theo xe thô sơ xe gắn máy xe mô tô không
0,chạy nhanh được không,việc vận chuyển động vật sống phải tuân theo những quy tắc nào
0,đối tượng áp dụng của luật giao thông,tại ngã ba hoặc ngã tư không có đảo an toàn người lái xe phải nhường đường như thế nào là đúng
0,khoản 4 điều 3 luật giao thông,trên đường một chiều trước khi đến vạch người đi bộ qua đường có một xe tải đang đứng trước làn đường bên phải người lái xe phải làm gì nếu xe của mình đang đi trên làn đường bên trái
0,chính sách phát triển giao thông đường bộ,những người có mặt tại nơi xảy ra vụ tai nạn giao thông có trách nhiệm gì
0,các hành vi bị nghiêm cấm,khi điều khiển xe trên đường cao tốc những việc làm nào không cho phép
0,hành lý là gì,khái niệm về đạo đức nghề nghiệp của người lái xe kinh doanh vận tải được hiểu như thế nào
0,dùng xe đểu được không,khi động cơ ô tô đã khởi động muốn điều chỉnh ghế của người lái người lái xe phải điều chỉnh cần số ở vị trí nào
0,phương tiện giao thông công nghệ mới là gì,khái niệm công trình đường bộ được hiểu như thế nào là đúng
0,khối lượng toàn bộ thiết kế là gì,người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông còn phải thực hiện những quy định nào
0,người lái xe là gì,tại nơi đường giao nhau có báo hiệu đi theo vòng xuyến người điều khiển phương tiện phải nhường đường như thế nào
0,điều 3 có bao nhiêu khái niệm,người tham gia giao thông đường bộ gồm những thành phần nào
0,xe ô tô khách là gì,khi xe ô tô bị hỏng tại vị trí giao nhau giữa đường bộ và đường sắt người lái xe xử lý như thế nào
0,khoản 1 điều 7 luật giao thông,hãy nêu yêu cầu về an toàn kỹ thuật đối với gạt nước lắp trên ô tô
0,điều 2 luật giao thông đường bộ,người điều khiển phương tiện và những người liên quan trực tiếp đến vụ tai nạn có trách nhiệm gì
0,vận tải nội bộ là gì,người lái xe phải làm gì khi điều khiển xe ra khỏi đường cao tốc
0,khối lượng toàn bộ thiết kế là gì,tại nơi đường giao nhau người lái xe đang đi trên đường không ưu tiên phải nhường đường như thế nào
0,điều kiện hoạt động của giao thông là gì,khi quay đầu xe người lái xe cần phải quan sát và thực hiện các thao tác nào
0,người vận tải là gì,người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép chở tối đa 2 người trong những trường hợp nào
0,phương tiện giao thông thô sơ là gì,khi điều khiển xe ô tô trên đường trơn cần chú ý những điểm gì
0,kiểm soát kích thước,trong trường hợp xe bị vượt bất ngờ tăng tốc độ phát hiện có xe đi ngược chiều người lái xe có được phép vượt xe khác không
0,phương tiện giao thông là gì,phương tiện giao thông thô sơ đường bộ gồm những loại nào
0,phương tiện giao thông công nghệ mới là gì,xe ô tô kéo xe khác như thế nào là đúng quy tắc giao thông
0,giao thông công cộng là gì,việc vận chuyển động vật sống phải tuân theo những quy tắc nào
0,khoản 7 điều 6,thế nào là động cơ 2 kỳ
0,phương tiện giao thông cơ giới là gì,khi điều khiển ô tô có số tự động người lái xe sử dụng chân như thế nào là đúng
0,khoản 3 điều 3 luật giao thông,người lái xe phải làm gì khi điều khiển xe ra khỏi đường cao tốc
0,khoản 7 điều 6,trong các hành vi dưới đây người lái xe có văn hóa khi tham gia giao thông phải đáp ứng các điều kiện nào
0,uống rượu lái xe được không,mục đích của bảo dưỡng thường xuyên đối với xe ô tô có tác dụng gì
0,xe đạp điện là gì,một số nét đẹp truyền thống của con người việt nam theo tư tưởng hồ chí minh là
0,phương tiện giao thông công nghệ mới là gì,trên đường bộ khi vực đông dân cư loại xe cơ giới nào tham gia giao thông với tốc độ cho phép là 50km/h
0,luật giao thông đường bộ 2008,khi điều khiển xe ô tô tự đổ người lái xe cần chú ý nững điểm gì
0,chạy sau khi gây tai nạn được không,trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào
0,điều 1 luật giao thông đường bộ,hành vi sử dụng lòng đường lè đường trái phép sử dụng hè phố trái phép có bị nghiêm cấm không
0,công trình đường bộ là gì,trên đường một chiều trước khi đến vạch người đi bộ qua đường có một xe tải đang đứng trước làn đường bên phải người lái xe phải làm gì nếu xe của mình đang đi trên làn đường bên trái
0,người điều khiển phương tiện là gì,hành vi bỏ trốn sau khi gây tai nạn để trốn tránh trách nhiệm hoặc khi có điều kiện mà cố ý không cứu giúp
0,điều 2 luật giao thông đường bộ,người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép sử dụng xe để kéo đẩy các xe khác vật khác khi tham gia giao thông không
0,dùng lề đường bán hàng được không,người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có những trách nhiệm gì theo quy định được ghi ở dưới đây
0,quy hoạch giao thông vận tải là gì,hãy nêu yêu cầu về an toàn kỹ thuật đối với dây đai an toàn lắp trên ô tô
0,phạm vi điều chỉnh luật giao thông đường bộ,người điều khiển phương tiện khi muốn dừng hoặc đỗ xe trên đường bộ phải thực hiện như thế nào
0,luật giao thông đường bộ 2008,phương tiện giao thông đường bộ gồm những loại nào
0,điều 7 luật giao thông,khi điều khiển ô tô xuống dốc cao người lái xe cần thực hiện các thao tác nào dưới đây
0,chương 1 gồm bao nhiêu điều,khi vượt xe khác người lái xe phải thực hiện như thế nào
0,nhà nước khuyến khích làm gì,người lái xe được dừng xe đỗ xe trong những trường hợp nào
0,xe ô tô bao gồm xe gì,người lái xe vận tải hàng hóa cần thực hiện những nhiệm vụ gì đưới đây
0,xe máy chuyên dùng là gì,tại nơi đường giao nhau khi người điểu khiển giao thông ra hiệu lệnh tay giơ thẳng đứng để báo hiệu thì người tham gia giao thông phải đi như thế nào
0,khối lượng toàn bộ thiết kế là gì,người lái xe vận tải hàng hóa cần thực hiện những nhiệm vụ gì đưới đây
0,quy hoạch giao thông vận tải là gì,khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm người lái xe cần thực hiện các thao tác nào
0,kiểm soát kích thước,xe vệ sinh môi trường xe ô tô chở phế thải vật liệu rời khi hoạt động vận tải trong đồ thị phải thực hiện những quy định gì
0,vận chuyển hàng cấm được không,khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm người lái xe cần thực hiện các thao tác nào
0,nơi đường giao nhau là gì,trong hoạt động vận tải đường bộ các hành vi nào sau đây bị nghiêm cấm
0,xe đạp điện là gì,thời gian làm việc trong một ngày của người lái xe được quy định là bao nhiêu
0,đường nhánh là gì,tại nơi đường giao nhau không có báo hiệu đi theo vòng xuyến người điều khiển phương tiện phải nhường đường như thế nào là đúng quy tắc giao thông
0,phương tiện giao thông cơ giới là gì,người lái xe phải làm gì khi điều kiển xe ra khỏi đường cao tốc
0,khoản 1 điều 6,khi nhả phanh tay người lái xe cần phải thực hiện các thao tác nào
0,xe gắn máy là gì,phương tiện giao thông cơ giới đường bộ gồm những loại nào
0,làn đường là gì,người lái xe chở người từ 10 đến 30 chỗ ngồi ( hạng d) lái xe hạng c kéo rơ mooc (fc) phải đủ bao nhiêu tuổi trở lên
0,điều 6 qui định gì,khi xuống dốc muốn dừng xe người lái xe cần thực hiện các thao tác nào
0,quy hoạch giao thông vận tải là gì,người có giấy phép lái xe hạng fe được điều khiển các loại xe nào
0,kết cấu hạ tầng giao thông đường bộ là gì,xe ô tô tham gia giao thông trên đường bộ phải bắt buộc có đủ bộ phận giảm thanh giảm khói không
0,khoản 1 điều 6,việc sát hạch cấp giấy phép lái xe ô tô phải thực hiện ở đâu và như thế nào
0,điều 1 luật giao thông đường bộ,người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách khi nào
0,cơ quan đăng kiểm là gì,người lái xe phải làm gì khi đều khiển xe vào đường cao tốc
0,thời hạn của quy hoạch giao thông vận tải,bảo đảm an toàn giao thông đường bộ là trách nhiệm của ai
0,xe ô tô khách thành phố là gì,khi điều khiển xe ô tô tự đổ người lái xe cần chú ý nững điểm gì
0,khối lượng toàn bộ thiết kế là gì,khi tránh nhau trên đường hẹp người lái xe cần phải chú ý những điểm nào
0,ứng xử văn hóa là gì,thế nào là động cơ 2 kỳ
0,khoản 3 điều 3 luật giao thông,tại nơi đường giao nhau khi đèn điều khiển giao thông có tín hiệu vàng người điều khiển phương tiện phải thực hiện như thế nào
0,khoản 3 điều 7 luật giao thông,người tham gia giao thông phải đi như thế nào là đúng quy tắc giao thông
0,đường bộ là gì,khi khởi hành ô tô trên đường bằng người lái xe cần thực hiện các thao tác nào theo trình tự dưới đây
0,xe ô tô khách thành phố là gì,xe ô tô tham gia giao thông trên đường bộ phải có đủ các loại đèn gì
0,khối lượng hàng chuyên chở theo thiết kế là gì,trên đường một chiều trước khi đến vạch người đi bộ qua đường có một xe tải đang đứng trước làn đường bên phải người lái xe phải làm gì nếu xe của mình đang đi trên làn đường bên trái
0,khoản 5 điều 7 luật giao thông,việc sát hạch cấp giấy phép lái xe ô tô phải thực hiện ở đâu và như thế nào
0,xe ô tô khách là gì,khi quay đầu xe người lái xe cần phải quan sát và thực hiện các thao tác nào
0,chạy nhanh được không,việc sát hạch cấp giấy phép lái xe ô tô phải thực hiện ở đâu và như thế nào
0,luật giao thông đường bộ 2008,tại nơi có biển hiệu cố định lại có báo hiệu tạm thời thì người tham gia giao thông phải chấp hành hiệu lệnh của biển báo nào
0,đi đường gặp người tai nạn không cứu được không,hãy nêu yêu cầu an toàn kỹ thuật đối với bánh xe lắp cho ô tô
0,phạm vi điều chỉnh luật giao thông đường bộ,khi gặp một đoàn xe một đoàn xe tang hay gặp một đoàn người có tổ chức theo đội ngũ người lái xe phải xử lý như thế nào
0,xe ô tô chở hàng là gì,xe ô tô tham gia giao thông đường bộ phải bảo đảm các quy định về chất lượng an toàn kỹ thuật và bảo vệ môi trường nào ghi dưới đây
0,xe chở hàng bốn bánh là gì,khi dừng xe đỗ xe tại nơi được phép trên đường phố người điều khiển phương tiện phải tuân theo những quy định nào
0,khoản 5 điều 6,người kinh doanh vận tải hành khách có những nghĩa vụ nào theo quy định
0,cơ quan quản lý đường bộ là gì,hãy nêu yêu cầu về an toàn kỹ thuật đối với gạt nước lắp trên ô tô
0,người điều khiển phương tiện là gì,người có giấy phép lái xe hạng c được điều khiển loại xe nào
0,điều 6 luật giao thông đường bộ,khái niệm dải phân cách được hiểu như thế nào là đúng
0,xe máy chuyên dùng là gì,tại nơi đường bộ giao nhau cùng mức với đường sắt chỉ có đèn tín hiệu hoặc chuông báo hiệu khi đèn tín hiệu màu đỏ đã bật sáng hoặc có tiếng chuông báo hiệu người tham gia giao thông phải dừng lại ngay và giữ khoảng cách tối thiểu bao nhiêu mét tính từ ray gần nhất
0,hành lý là gì,người tham gia giao thông khi phát hiện công trình đường bộ bị hư hỏng hoặc bị xâm hại phải có những nghĩa vụ gì
0,dùng xe đểu được không,khi sơ cứu người bị tai nạn giao thông đường bộ có vết thuong chảy máu ngoài đỏ sẫm trào trên bề mặt vết thương máu chảy ra số lượng ít bạn phải làm gì
0,dùng xe đểu được không,khi phát hiện hành vi giả khai báo mất hoặc tẩy xoá làm sai lệch các thông tin trên giấy phép lái xe sử dụng giấy phép lái xe hoặc đổi hồ sơ lái xe giả có hành vi cố tình gian dối để được đổi cấp mới cấp lại giấy phép lái xe ngoài việc bị cơ quan quản lý giấy phép lái xe ra quyết định thu hồi giấy phép lái xe và hồ sơ gốc không được cấp giấy phép lái xe trong thời gian bao nhiêu năm
0,trách nhiệm của cơ quan là gì,ở những nơi nào không được quay đầu xe
0,khoản 2 điều 3 luật giao thông,ở những nơi nào không được lùi xe
0,cho người khác mượn xe được không,khi lùi người lái xe phải làm gì để đảm bảo an toàn
0,luật giao thông đường bộ 2008,người lái xe cố tình vi phạm luật giao thông đường bộ không phân biệt làn đường vạch phân làn phóng nhanh vượt ẩu vượt đèn đỏ đi vào đường cấm đường một chiều được coi là hành vi nào trong các hành vi sau
0,điều 4 luật giao thông đường bộ,sau khi xảy ra tai nạn giao thông những hành vi bị nghiêm cấm
0,thông tin về luật giao thông đường bộ,tại ngã ba hoặc ngã tư không có đảo an toàn người lái xe phải nhường đường như thế nào là đúng
0,người vận tải là gì,hành vi sử dụng lòng đường lè đường trái phép sử dụng hè phố trái phép có bị nghiêm cấm không
0,khoản 4 điều 7 luật giao thông,người điều khiển xe mô tô hai bánh 3 bánh xe gắn máy có được đi dàn hàng ngang không
0,thông tin về luật giao thông đường bộ,hành khách có các quyền gì khi đi trên xe vận tải hành khách
0,người điều khiển phương tiện là gì,khái niệm phần đường xe chạy được hiểu như thế nào là đúng
0,thời hạn của quy hoạch giao thông vận tải,để đạt được hiệu quả nhanh cao nhất người lái xe mô tô phải sử dụng các kỹ năng như thế nào
0,khoản 4 điều 7 luật giao thông,khi xe ô tô bị hỏng tại vị trí giao nhau giữa đường bộ và đường sắt người lái xe xử lý như thế nào
0,dùng lòng đường bán hàng được không,bảo đảm an toàn giao thông đường bộ là trách nhiệm của ai
0,đường nhánh là gì,hãy nêu công dụng của hệ thống phanh của ô tô
0,thời hạn của quy hoạch giao thông vận tải,trường hợp xe kéo xe và kéo rơmoóc những hành vi nào bị cấm
0,khoản 4 điều 3 luật giao thông,việc vận chuyển động vật sống phải tuân theo những quy tắc nào
0,máy kéo là gì,khi xe kéo xe và xe kéo ro mooc có được phép kéo thêm ro mooc hoặc xe khác hoặc chở người trên xe được kéo kéo theo xe thô sơ xe gắn máy xe mô tô không
0,quy hoạch giao thông vận tải là gì,khi động cơ ô tô đã khởi động muốn điều chỉnh ghế của người lái người lái xe phải điều chỉnh cần số ở vị trí nào
0,quy hoạch giao thông vận tải đường bộ là gì,tại nơi đường giao nhau khi người điểu khiển giao thông ra hiệu lệnh bằng tay phải giơ về phía trước để báo hiệu thì người tham giao giao thông phải đi như thế nào
0,hành lý là gì,để đạt được hiệu quả nhanh cao nhất người lái xe mô tô phải sử dụng các kỹ năng như thế nào
0,xe ô tô khách là gì,hàng siêu trường siêu trọng được hiểu như thế nào
0,khối lượng bản thân của phương tiện là gì,người lái xe đang điều khiển xe trên đường mà trong khí thở có nồng độ cồn vượt quá bao nhiêu thì bị nghiêm cấm
0,trung tâm quản lý là gì,khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm người lái xe cần thực hiện các thao tác nào
0,xe ô tô khách thành phố là gì,những hành vi nào sau đây bị cấm
0,kiểm soát kích thước,trên đương cao tốc từ khi nhập làn và tách làn với điều kiện mặt đường khô ráo xe cơ giớ đang chạy với tốc độ trên 100km/h đến 120km/h người lái xe phải duy trì khoảng cách an toàn với xe đang chạy phía trước tối thiểu là bao nhiêu
0,xe ô tô khách thành phố là gì,người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách khi nào
0,xe ô tô khách thành phố là gì,hành vi sử dụng lòng đường lè đường trái phép sử dụng hè phố trái phép có bị nghiêm cấm không
0,yêu cầu khi quy hoạch giao thông,thế nào là động cơ 2 kỳ
0,chạy sau khi gây tai nạn được không,người lái xe phải làm gì khi quay đầu xe trên cầu gầm cầu vượt đường ngầm hay khu vực đường bộ giao nhau cùng mức với đường sắt
0,phương tiện giao thông thông minh là gì,khi lái xe trên đường vắng mà cảm thấy buồn ngủ người lái xe nên chọn cách xử lý như thế nào
0,người vận tải là gì,người thuê vận tải hàng hôas có các quyền hạn gì theo quy định
0,điều 4 luật giao thông đường bộ,người điều khiển phương tiện tham gia giao thông gồm những thành phần nào
0,đường phố là gì,tại nơi có biển hiệu cố định lại có báo hiệu tạm thời thì người tham gia giao thông phải chấp hành hiệu lệnh của biển báo nào
0,tự lắp đặt còi xe được không,người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có những trách nhiệm gì theo quy định được ghi ở dưới đây
0,đường qua khu đông dân cư,trên đường không phân chia thành hai chiều xe chạy riêng biệt hai xe đi ngược chiều tránh nhau như thế nào
0,luật nào quy định về quy tắc giao thông,khi điều khiển tăng số người lái xe ô tô cần chú ý những điểm gì
0,quy hoạch giao thông vận tải là gì,xe quá tải trọng quá khổ giới hạn tham gia giao thông cần tuân thủ quy định nào
0,uống rượu lái xe được không,hãy nêu yêu cầu về an toàn kỹ thuật đối với dây đai an toàn lắp trên ô tô
0,xe mô tô là gì,trong trường hợp đặt biệt xe quá tải trọng quá khổ giới hạn của đường bộ xe bánh xích có thể lưu hành trên đường nhưng phải xin phép cơ quan nào
0,phần đường xe chạy là gì,hãy nêu công dụng hộp số của ô tô
0,phần đường xe chạy là gì,người lái xe phải giảm tốc độ thấp hơn tốc độ tối đa cho phép đến mức không nguy hiểm trong các trường hợp nào
0,khoản 4 điều 6,hãy nêu công dụng của hệ thống phanh của ô tô
0,xe ô tô khách là gì,hành khách có các quyền gì khi đi trên xe vận tải hành khách
0,khối lượng hàng chuyên chở theo thiết kế là gì,khi xảy ra tai nạn giao thông người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì dưới đây
0,hàng nguy hiểm là gì,hãy nêu công dụng hệ thống lái của ô tô
0,luật nào quy định về quy tắc giao thông,việc vận chuyển động vật sống phải tuân theo những quy tắc nào
0,khoản 4 điều 3 luật giao thông,niên hạn sử dụng của ô tô chở người trên 9 chỗ ngồi (tính bắt đầu từ năm sản xuất) là bao nhiêu năm
0,luật giao thông đường bộ 2008,khi vượt xe khác người lái xe phải thực hiện như thế nào
0,khối lượng bản thân của phương tiện là gì,hãy nêu trách nhiệm cơ bản của các tổ chức trong quản lí giáo dục và nâng cao đạo đức nghề nghiệp của người lái xe
0,điều 5 luật giao thông đường bộ,khi lái xe ô tô trên mặt đường có nhiều ổ gà người lái xe phải thực hiện thao tác như thế nào
0,điều 1 luật giao thông đường bộ,người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có những trách nhiệm gì theo quy định được ghi ở dưới đây
0,khoản 4 điều 3 luật giao thông,để đảm bảo an toàn khi tham gia giao thông người lái xe mô tô cần thực hiện như thế nào
0,kiểm soát kích thước,khi xuống dốc muốn dừng xe người lái xe cần thực hiện các thao tác nào
0,điều 1 luật giao thông đường bộ,trên đường bộ khi vực đông dân cư loại xe cơ giới nào tham gia giao thông với tốc độ cho phép là 50km/h
0,chạy nhanh được không,người điều khiển giao thông gồm những thành phần nào
0,người vận tải là gì,người kinh doanh vận tải hàng hoá có các quyền gì theo quy định của pháp luật
0,phá đường có sao không,hoạt động vận tải đường bộ được hiểu như thế nào
0,yêu cầu khi quy hoạch giao thông,người có văn hóa giao thông khi điều khiển xe cơ giới tham gia giao thông đường bộ phải đảm bảo các điều kiện gì
0,khoản 2 điều 6,người điều khiển xe mô tô 2 bánh 3 bánh xe gắn máy đi xe vào phần đường dành cho người đi bộ và phương tiện khác sử dụng ô điện thoại di động thiết bị âm thanh ( trừ thiết bị trợ thính) có được không
0,điều 8 luật giao thông,hành vi bỏ trốn sau khi gây tai nạn để trốn tránh trách nhiệm hoặc khi có điều kiện mà cố ý không cứu giúp
0,dùng xe đểu được không,khi gặp một đoàn xe một đoàn xe tang hay gặp một đoàn người có tổ chức theo đội ngũ người lái xe phải xử lý như thế nào
0,cơ quan quản lý đường bộ là gì,người lái xe đang điều khiển xe trên đường mà trong máu có nồng độ cồn vượt quá bao nhiêu thì bị nghiêm cấm
0,nơi đường giao nhau là gì,khi vượt xe khác người lái xe phải thực hiện như thế nào
0,hành lang an toàn đường bộ là gì,người lái xe phải giảm tốc độ đến mức không gây nguy hiểm ( có thể dừng lại một cách an toàn) trong trường hợp nào
0,khoản 8 điều 6,xe vệ sinh môi trường xe ô tô chở phế thải vật liệu rời khi hoạt động vận tải trong đồ thị phải thực hiện những quy định gì
0,kiểm soát kích thước,trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào
0,chạy sau khi gây tai nạn được không,tại nơi đường giao nhau người lái xe đang đi trên đường không ưu tiên phải nhường đường như thế nào
0,chương 1 gồm bao nhiêu điều,ban đêm xe cơ giới đi ngược chiều gặp nhau đèn chiếu sáng phải được sử dụng như thế nào
0,khoản 3 điều 3 luật giao thông,khi vào số để tiến hoặc lùi xe ô tô có số tự động người lái xe phải thực hiện các thao tác nào để đảm bảo an toàn
0,vận chuyển hàng cấm được không,người điều khiển phương tiện khi muốn dừng hoặc đỗ xe trên đường bộ phải thực hiện như thế nào
0,khoản 3 điều 7 luật giao thông,trên làn đường có nhiều làn đường người điều khiển phương tiện tham gia giao thông sử dụng làn đường như thế nào
0,trung tâm quản lý là gì,xe vận chuyển hàng nguy hiểm phải chấp hành những quy định nào
0,uống rượu lái xe được không,mục đích của bảo dưỡng thường xuyên đối với xe ô tô có tác dụng gì
0,người tham gia giao thông là gì,khi điều khiển ô tô có số tự động người lái xe sử dụng chân như thế nào là đúng
0,người lái xe là gì,khi điều khiển ô tô qua đoạn đường ngập nước người lái xe cần thực hiện các thao tác nào
0,xe ô tô khách thành phố là gì,hãy nêu yêu cầu về an toàn kỹ thuật đối với gạt nước lắp trên ô tô
0,xe ô tô chở hàng là gì,người lái xe đang điều khiển xe trên đường mà trong máu có nồng độ cồn vượt quá bao nhiêu thì bị nghiêm cấm
0,người điều khiển phương tiện là gì,người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách khi nào
0,chạy sau khi gây tai nạn được không,khi phát hiện hành vi giả khai báo mất hoặc tẩy xoá làm sai lệch các thông tin trên giấy phép lái xe sử dụng giấy phép lái xe hoặc đổi hồ sơ lái xe giả có hành vi cố tình gian dối để được đổi cấp mới cấp lại giấy phép lái xe ngoài việc bị cơ quan quản lý giấy phép lái xe ra quyết định thu hồi giấy phép lái xe và hồ sơ gốc không được cấp giấy phép lái xe trong thời gian bao nhiêu năm
0,uống rượu lái xe được không,trong trường hợp đặt biệt xe quá tải trọng quá khổ giới hạn của đường bộ xe bánh xích có thể lưu hành trên đường nhưng phải xin phép cơ quan nào
0,xe máy chuyên dùng là gì,khái niệm 'hàng nguy hiểm' được hiểu như thế nào
